Date,Tsunami,Magma_Lava Flow,Fuming_Level ,Seismic_Signal,Gas_Emission,Aviation_Color_Code,Volcano_Alert_Level
1281657600,0,2,1,0,2,2,2
1281744000,0,2,1,0,2,2,2
1281830400,0,2,1,0,2,2,2
1281916800,0,2,1,0,2,2,2
1282003200,0,2,1,0,2,2,2
1282089600,0,2,1,0,2,2,2
1282176000,0,2,1,0,2,2,2
1282262400,0,2,1,0,2,2,2
1282348800,0,2,1,0,2,2,2
1282435200,0,2,1,0,2,2,2
1282521600,0,2,1,0,2,2,2
1282608000,0,2,1,0,2,2,2
1282694400,0,2,1,0,2,2,2
1282780800,0,2,1,0,2,2,2
1282867200,0,2,1,0,2,2,2
1282953600,0,2,1,0,2,2,2
1283040000,0,2,1,0,2,2,2
1283126400,0,2,1,0,2,2,2
1283212800,0,2,1,0,2,2,2
1283299200,0,2,1,0,2,2,2
1283385600,0,2,1,0,2,2,2
1283472000,0,2,1,0,2,2,2
1283558400,0,2,1,0,2,2,2
1283644800,0,2,1,0,2,2,2
1283731200,0,2,1,0,2,2,2
1283817600,0,2,1,0,2,2,2
1283904000,0,2,1,0,2,2,2
1283990400,0,2,1,0,2,2,2
1284076800,0,2,1,0,2,2,2
1284163200,0,2,1,0,2,2,2
1284249600,0,2,1,0,2,2,2
1284336000,0,2,1,0,2,2,2
1284422400,0,2,1,0,2,2,2
1284508800,0,2,1,0,2,2,2
1284595200,0,2,1,0,2,2,2
1284681600,0,2,1,0,2,2,2
1284768000,0,2,1,0,2,2,2
1284854400,0,2,1,0,2,2,2
1284940800,0,2,1,0,2,2,2
1285027200,0,2,1,0,2,2,2
1285113600,0,2,1,0,2,2,2
1285200000,0,2,1,0,2,2,2
1285286400,0,2,1,0,2,2,2
1285372800,0,2,1,0,2,2,2
1285459200,0,2,1,0,2,2,2
1285545600,0,2,1,0,2,2,2
1285632000,0,2,1,0,2,2,2
1285718400,0,2,1,0,2,2,2
1285804800,0,2,1,0,2,2,2
1285891200,0,2,1,0,2,2,2
1285977600,0,2,1,0,2,2,2
1286064000,0,2,1,0,2,2,2
1286150400,0,2,1,0,2,2,2
1286236800,0,2,1,0,2,2,2
1286323200,0,2,1,0,2,2,2
1286409600,0,2,1,0,2,2,2
1286496000,0,2,1,0,2,2,2
1286582400,0,2,1,0,2,2,2
1286668800,0,2,1,0,2,2,2
1286755200,0,2,1,0,2,2,2
1286841600,0,2,1,0,2,2,2
1286928000,0,2,1,0,2,2,2
1287014400,0,2,1,0,2,2,2
1287100800,0,2,1,0,2,2,2
1287187200,0,2,1,0,2,2,2
1287273600,0,2,1,0,2,2,2
1287360000,0,2,1,0,2,2,2
1287446400,0,2,1,0,2,2,2
1287532800,0,2,1,0,2,2,2
1287619200,0,2,1,0,2,2,2
1287705600,0,2,1,0,2,2,2
1287792000,0,2,1,0,2,2,2
1287878400,0,2,1,0,2,2,2
1287964800,0,2,1,0,2,2,2
1288051200,0,2,1,0,2,2,2
1288137600,0,2,1,0,2,2,2
1288224000,0,2,1,0,2,2,2
1288310400,0,2,1,0,2,2,2
1288396800,0,2,1,0,2,2,2
1288483200,0,2,1,0,2,2,2
1288569600,0,2,1,0,2,2,2
1288656000,0,2,1,0,2,2,2
1288742400,0,2,1,0,2,2,2
1288828800,0,2,1,0,2,2,2
1288915200,0,2,1,0,2,2,2
1289001600,0,2,1,0,2,2,2
1289088000,0,2,1,0,2,2,2
1289174400,0,2,1,0,2,2,2
1289260800,0,2,1,0,2,2,2
1289347200,0,2,1,0,2,2,2
1289433600,0,2,1,0,2,2,2
1289520000,0,2,1,0,2,2,2
1289606400,0,2,1,0,2,2,2
1289692800,0,2,1,0,2,2,2
1289779200,0,2,1,0,2,2,2
1289865600,0,2,1,0,2,2,2
1289952000,0,2,1,0,2,2,2
1290038400,0,2,1,0,2,2,2
1290124800,0,2,1,0,2,2,2
1290211200,0,2,1,0,2,2,2
1290297600,0,2,1,0,2,2,2
1290384000,0,2,1,0,2,2,2
1290470400,0,2,1,0,2,2,2
1290556800,0,2,1,0,2,2,2
1290643200,0,2,1,0,2,2,2
1290729600,0,2,1,0,2,2,2
1290816000,0,2,1,0,2,2,2
1290902400,0,2,1,0,2,2,2
1290988800,0,2,1,0,2,2,2
1291075200,0,2,1,0,2,2,2
1291161600,0,2,1,0,2,2,2
1291248000,0,2,1,0,2,2,2
1291334400,0,2,1,0,2,2,2
1291420800,0,2,1,0,2,2,2
1291507200,0,2,1,0,2,2,2
1291593600,0,2,1,0,2,2,2
1291680000,0,2,1,0,2,2,2
1291766400,0,2,1,0,2,2,2
1291852800,0,2,1,0,2,2,2
1291939200,0,2,1,0,2,2,2
1292025600,0,2,1,0,2,2,2
1292112000,0,2,1,0,2,2,2
1292198400,0,2,1,0,2,2,2
1292284800,0,2,1,0,2,2,2
1292371200,0,2,1,0,2,2,2
1292457600,0,2,1,0,2,2,2
1292544000,0,2,1,0,2,2,2
1292630400,0,2,1,0,2,2,2
1292716800,0,2,1,0,2,2,2
1292803200,0,2,1,0,2,2,2
1292889600,0,2,1,0,2,2,2
1292976000,0,2,1,0,2,2,2
1293062400,0,2,1,0,2,2,2
1293148800,0,2,1,0,2,2,2
1293235200,0,2,1,0,2,2,2
1293321600,0,2,1,0,2,2,2
1293408000,0,2,1,0,2,2,2
1293494400,0,2,1,0,2,2,2
1293580800,0,2,1,0,2,2,2
1293667200,0,2,1,0,2,2,2
1293753600,0,2,1,0,2,2,2
1293840000,0,2,1,0,2,2,2
1293926400,0,2,1,0,2,2,2
1294012800,0,2,1,0,2,2,2
1294099200,0,2,1,0,2,2,2
1294185600,0,2,1,0,2,2,2
1294272000,0,2,1,0,2,2,2
1294358400,0,2,1,0,2,2,2
1294444800,0,2,1,0,2,2,2
1294531200,0,2,1,0,2,2,2
1294617600,0,2,1,0,2,2,2
1294704000,0,2,1,0,2,2,2
1294790400,0,2,1,0,2,2,2
1294876800,0,2,1,0,2,2,2
1294963200,0,2,1,0,2,2,2
1295049600,0,2,1,0,2,2,2
1295136000,0,2,1,0,2,2,2
1295222400,0,2,1,0,2,2,2
1295308800,0,2,1,0,2,2,2
1295395200,0,2,1,0,2,2,2
1295481600,0,2,1,0,2,2,2
1295568000,0,2,1,0,2,2,2
1295654400,0,2,1,0,2,2,2
1295740800,0,2,1,0,2,2,2
1295827200,0,2,1,0,2,2,2
1295913600,0,2,1,0,2,2,2
1296086400,0,2,1,0,2,2,2
1296172800,0,2,1,0,2,2,2
1296259200,0,2,1,0,2,2,2
1296345600,0,2,1,0,2,2,2
1296432000,0,2,1,0,2,2,2
1296518400,0,2,1,0,2,2,2
1296604800,0,2,1,0,2,2,2
1296691200,0,2,1,0,2,2,2
1296777600,0,2,1,0,2,2,2
1296864000,0,2,1,0,2,2,2
1296950400,0,2,1,0,2,2,2
1297036800,0,2,1,0,2,2,2
1297123200,0,2,1,0,2,2,2
1297209600,0,2,1,0,2,2,2
1297296000,0,2,1,0,2,2,2
1297382400,0,2,1,0,2,2,2
1297468800,0,2,1,0,2,2,2
1297555200,0,2,1,0,2,2,2
1297641600,0,2,1,2,2,2,2
1297728000,0,2,1,2,2,2,2
1297814400,0,2,1,2,2,2,2
1297900800,0,2,1,2,2,2,2
1297987200,0,2,1,0,2,2,2
1298073600,0,2,1,0,2,2,2
1298160000,0,2,1,0,2,2,2
1298246400,0,2,1,0,2,2,2
1298332800,0,2,1,0,2,2,2
1298419200,0,2,1,0,2,2,2
1298505600,0,2,1,0,2,2,2
