Date,Tsunami,Magma_Lava Flow,Fuming_Level ,Seismic_Signal,Gas_Emission,Aviation_Color_Code,Volcano_Alert_Level
1298592000,0,2,1,0,2,2,2
1298678400,0,2,1,0,2,2,2
1298764800,0,2,1,0,2,2,2
1298851200,0,2,1,0,2,2,2
1298937600,0,2,1,0,2,2,2
1299024000,0,2,1,1,2,2,2
1299110400,0,2,1,1,2,2,2
1299196800,0,2,1,1,2,2,2
1299283200,0,2,1,1,2,2,2
1299369600,0,3,2,3,2,3,3
1299456000,0,3,2,3,3,3,3
1299542400,0,2,1,3,2,2,3
1299628800,0,2,1,2,3,2,3
1299715200,0,2,1,0,2,2,2
1299801600,0,2,1,0,2,2,2
1299888000,0,2,1,0,2,2,2
1299974400,0,2,1,0,2,2,2
1300060800,0,2,1,0,2,2,2
1300147200,0,2,1,0,2,2,2
1300233600,0,2,1,0,2,2,2
1300320000,0,2,1,0,2,2,2
1300406400,0,2,1,0,2,2,2
1300492800,0,2,1,0,2,2,2
1300579200,0,2,1,0,2,2,2
1300665600,0,2,1,0,2,2,2
1300752000,0,2,1,0,2,2,2
1300838400,0,2,1,0,2,2,2
1300924800,0,2,1,0,2,2,2
1301011200,0,2,1,0,2,2,2
1301097600,0,2,1,0,2,2,2
1301184000,0,2,1,0,2,2,2
1301270400,0,2,1,0,2,2,2
1301356800,0,2,1,0,2,2,2
1301443200,0,2,1,0,2,2,2
1301529600,0,2,1,0,2,2,2
1301616000,0,2,1,0,2,2,2
1301788800,0,2,1,0,2,2,2
1301875200,0,2,1,0,2,2,2
1301961600,0,2,1,0,2,2,2
1302048000,0,2,1,0,2,2,2
1302134400,0,2,1,0,2,2,2
1302220800,0,2,1,0,2,2,2
1302307200,0,2,1,0,2,2,2
1302393600,0,2,1,0,2,2,2
1302480000,0,2,1,0,2,2,2
1302566400,0,2,1,0,2,2,2
1302652800,0,2,1,0,2,2,2
1302739200,0,2,1,0,2,2,2
1302825600,0,2,1,0,2,2,2
1302912000,0,2,1,0,2,2,2
1302998400,0,2,1,0,2,2,2
1303084800,0,2,1,0,2,2,2
1303171200,0,2,1,0,2,2,2
1303257600,0,2,1,0,2,2,2
1303344000,0,2,1,0,2,2,2
1303430400,0,2,1,0,2,2,2
1303516800,0,2,1,0,2,2,2
1303603200,0,2,1,0,2,2,2
1303689600,0,2,1,0,2,2,2
1303776000,0,2,1,0,2,2,2
1303862400,0,2,1,0,2,2,2
1303948800,0,2,1,0,2,2,2
1304035200,0,2,1,0,2,2,2
1304121600,0,2,1,0,2,2,2
1304208000,0,2,1,0,2,2,2
1304294400,0,2,1,0,2,2,2
1304380800,0,2,1,0,2,2,2
1304467200,0,2,1,0,2,2,2
1304553600,0,2,1,0,2,2,2
1304640000,0,2,1,0,2,2,2
1304726400,0,2,1,0,2,2,2
1304812800,0,2,1,0,2,2,2
1304899200,0,2,1,0,2,2,2
1304985600,0,2,1,0,2,2,2
1305072000,0,2,1,0,2,2,2
1305158400,0,2,1,0,2,2,2
1305244800,0,2,1,0,2,2,2
1305331200,0,2,1,0,2,2,2
1305417600,0,2,1,0,2,2,2
1305504000,0,2,1,0,2,2,2
1305590400,0,2,1,0,2,2,2
1305676800,0,2,1,0,2,2,2
1305763200,0,2,1,0,2,2,2
1305849600,0,2,1,0,2,2,2
1305936000,0,2,1,0,2,2,2
1306022400,0,2,1,0,2,2,2
1306108800,0,2,1,0,2,2,2
1306195200,0,2,1,0,2,2,2
1306281600,0,2,1,0,2,2,2
1306368000,0,2,1,0,2,2,2
1306454400,0,2,1,0,2,2,2
1306540800,0,2,1,0,2,2,2
1306627200,0,2,1,0,2,2,2
1306713600,0,2,1,0,2,2,2
1306800000,0,2,1,0,2,2,2
1306886400,0,2,1,0,2,2,2
1306972800,0,2,1,0,2,2,2
1307059200,0,2,1,0,2,2,2
1307145600,0,2,1,0,2,2,2
1307232000,0,2,1,0,2,2,2
1307318400,0,2,1,0,2,2,2
1307404800,0,2,1,0,2,2,2
1307491200,0,2,1,0,2,2,2
1307577600,0,2,1,0,2,2,2
1307664000,0,2,1,0,2,2,2
1307750400,0,2,1,0,2,2,2
1307836800,0,2,1,0,2,2,2
1307923200,0,2,1,0,2,2,2
1308009600,0,2,1,0,2,2,2
1308096000,0,2,1,0,2,2,2
1308182400,0,2,1,0,2,2,2
1308268800,0,2,1,0,2,2,2
1308355200,0,2,1,0,2,2,2
1308441600,0,2,1,0,2,2,2
1308528000,0,2,1,0,2,2,2
1308614400,0,2,1,0,2,2,2
1308700800,0,2,1,0,2,2,2
1308787200,0,2,1,0,2,2,2
1308873600,0,2,1,0,2,2,2
1308960000,0,2,1,0,2,2,2
1309046400,0,2,1,0,2,2,2
1309132800,0,2,1,0,2,2,2
1309219200,0,2,1,0,2,2,2
1309305600,0,2,1,0,2,2,2
1309392000,0,2,1,0,2,2,2
1309478400,0,2,1,0,2,2,2
1309564800,0,2,1,0,2,2,2
1309651200,0,2,1,0,2,2,2
1309737600,0,2,1,0,2,2,2
1309824000,0,2,1,0,2,2,2
1309910400,0,2,1,0,2,2,2
1309996800,0,2,1,0,2,2,2
1310083200,0,2,1,0,2,2,2
1310169600,0,2,1,0,2,2,2
1310256000,0,2,1,1,2,2,2
1310342400,0,2,1,1,2,2,2
1310428800,0,2,1,1,2,2,2
1310515200,0,2,1,1,2,2,2
1310601600,0,2,1,1,2,2,2
1310688000,0,2,1,0,2,2,2
1310774400,0,2,1,1,2,2,2
1310860800,0,2,1,0,2,2,2
1310947200,0,2,1,0,2,2,2
1311033600,0,2,1,0,2,2,2
1311120000,0,2,1,0,2,2,2
1311206400,0,2,1,0,2,2,2
1311292800,0,2,1,0,2,2,2
1311379200,0,2,1,0,2,2,2
1311465600,0,2,1,0,2,2,2
1311552000,0,2,1,0,2,2,2
1311638400,0,2,1,0,2,2,2
1311724800,0,2,1,0,2,2,2
1311811200,0,2,1,0,2,2,2
1311897600,0,2,1,0,2,2,2
1311984000,0,2,1,1,2,2,2
1312070400,0,2,1,1,2,2,2
1312156800,0,2,1,1,2,2,2
1312243200,0,2,1,1,2,2,2
1312329600,0,2,1,0,2,2,2
1312416000,0,2,1,0,2,2,2
1312502400,0,2,1,0,2,2,2
1312588800,0,2,1,0,2,2,2
1312675200,0,2,1,0,2,2,2
1312761600,0,2,1,0,2,2,2
1312848000,0,2,1,0,2,2,2
1312934400,0,2,1,0,2,2,2
1313020800,0,2,1,0,2,2,2
1313107200,0,2,1,0,2,2,2
1313193600,0,2,1,0,2,2,2
1313280000,0,2,1,0,2,2,2
1313366400,0,2,1,0,2,2,2
1313452800,0,2,1,0,2,2,2
1313539200,0,2,1,0,2,2,2
1313625600,0,2,1,0,2,2,2
1313712000,0,2,1,0,2,2,2
1313798400,0,2,1,0,2,2,2
1313884800,0,2,1,0,2,2,2
1313971200,0,2,1,0,2,2,2
1314057600,0,2,1,0,2,2,2
1314144000,0,2,1,0,2,2,2
1314230400,0,2,1,0,2,2,2
1314316800,0,2,1,0,2,2,2
1314403200,0,2,1,0,2,2,2
1314489600,0,2,1,0,2,2,2
1314576000,0,2,1,0,2,2,2
1314662400,0,2,1,0,2,2,2
1314748800,0,2,1,0,2,2,2
1314835200,0,2,1,0,2,2,2
1314921600,0,2,1,0,2,2,2
1315008000,0,2,1,0,2,2,2
1315094400,0,2,1,0,2,2,2
1315180800,0,2,1,0,2,2,2
1315267200,0,2,1,0,2,2,2
1315353600,0,2,1,0,2,2,2
